u1;u2;Cost
1,314742361;0,642248477;0,17936701
1,315835086;0,641596031;0,179340098
1,316925717;0,64094409;0,179313303
1,318014265;0,640292655;0,179286625
1,319100738;0,639641725;0,179260061
1,320185145;0,638991299;0,179233613
1,321267495;0,638341379;0,179207278
1,322347796;0,637691964;0,179181056
1,323426058;0,637043054;0,179154946
1,324502288;0,636394649;0,179128948
1,325576495;0,635746748;0,179103061
1,326648689;0,635099353;0,179077283
1,327718876;0,634452462;0,179051614
1,328787066;0,633806077;0,179026054
1,329853267;0,633160195;0,179000602
1,330917487;0,632514819;0,178975256
1,331979734;0,631869947;0,178950017
1,333040017;0,631225579;0,178924883
1,334098343;0,630581716;0,178899854
1,33515472;0,629938357;0,178874928
1,336209157;0,629295502;0,178850107
1,337261661;0,628653151;0,178825388
1,33831224;0,628011304;0,178800771
1,339360902;0,627369961;0,178776255
1,340407654;0,626729122;0,17875184
1,341452505;0,626088786;0,178727525
1,342495463;0,625448953;0,178703309
1,343536533;0,624809624;0,178679192
1,344575725;0,624170797;0,178655173
1,345613045;0,623532474;0,178631251
1,346648502;0,622894653;0,178607427
1,347682101;0,622257335;0,178583698
1,348713852;0,62162052;0,178560065
1,349743761;0,620984206;0,178536527
1,350771834;0,620348395;0,178513083
1,351798081;0,619713085;0,178489732
1,352822507;0,619078277;0,178466475
1,35384512;0,618443971;0,178443311
1,354865927;0,617810166;0,178420238
1,355884934;0,617176862;0,178397257
1,356902149;0,616544058;0,178374366
1,357917579;0,615911755;0,178351566
1,358931231;0,615279953;0,178328855
1,359943111;0,614648651;0,178306234
1,360953227;0,614017848;0,178283701
1,361961584;0,613387545;0,178261256
1,36296819;0,612757742;0,178238898
1,363973052;0,612128437;0,178216627
1,364976175;0,611499632;0,178194443
1,365977568;0,610871325;0,178172344
1,366977235;0,610243516;0,178150331
1,367975184;0,609616205;0,178128403
1,368971421;0,608989392;0,178106559
1,369965953;0,608363077;0,178084798
1,370958785;0,607737259;0,178063121
1,371949925;0,607111937;0,178041527
1,372939379;0,606487112;0,178020015
1,373927152;0,605862784;0,177998584
1,374913252;0,605238951;0,177977235
1,375897684;0,604615614;0,177955967
1,376880454;0,603992773;0,177934779
1,377861569;0,603370426;0,177913671
1,378841034;0,602748574;0,177892642
1,379818857;0,602127216;0,177871692
1,380795042;0,601506353;0,177850821
1,381769595;0,600885983;0,177830027
1,382742524;0,600266106;0,177809311
1,383713833;0,599646722;0,177788672
1,384683528;0,599027831;0,17776811
1,385651616;0,598409432;0,177747623
1,386618102;0,597791526;0,177727213
1,387582992;0,59717411;0,177706878
1,388546291;0,596557186;0,177686617
1,389508006;0,595940753;0,177666431
1,390468141;0,59532481;0,177646319
1,391426704;0,594709357;0,177626281
1,392383698;0,594094393;0,177606315
1,393339131;0,593479919;0,177586423
1,394293007;0,592865934;0,177566602
1,395245331;0,592252437;0,177546854
1,39619611;0,591639429;0,177527177
1,397145349;0,591026908;0,177507571
1,398093053;0,590414874;0,177488036
1,399039228;0,589803328;0,177468571
1,399983879;0,589192267;0,177449176
1,400927011;0,588581693;0,17742985
1,40186863;0,587971605;0,177410594
1,402808741;0,587362001;0,177391406
1,403747348;0,586752883;0,177372286
1,404684458;0,586144248;0,177353235
1,405620076;0,585536098;0,177334251
1,406554207;0,584928431;0,177315334
1,407486855;0,584321248;0,177296484
1,408418026;0,583714547;0,177277701
1,409347725;0,583108328;0,177258984
1,410275957;0,582502591;0,177240332
1,411202728;0,581897335;0,177221746
-0,222983377;0,702267569;0,326365034
-0,1913079;0,662978496;0,287632815
-0,199245646;0,643444493;0,277977752
-0,203498709;0,632700348;0,275224635
-0,209111137;0,624960083;0,274094741
-0,214681926;0,619450119;0,273877971
-0,220276918;0,615499329;0,273804116
-0,225665977;0,612923446;0,273184228
-0,230814331;0,611604711;0,271134896
-0,235726765;0,61137733;0,266627376
-0,240619343;0,611643394;0,258927862
-0,246107669;0,610937353;0,248568617
-0,253292846;0,607189907;0,237492309
-0,2630323;0,599299275;0,227400094
-0,275159398;0,587894567;0,218685492
-0,289015425;0,574267881;0,211170949
-0,304009114;0,559441744;0,204693427
-0,319718501;0,544006404;0,199141748
-0,335866308;0,528251935;0,19442719
-0,352266363;0,512303003;0,190463277
-0,368790595;0,496202902;0,187165209
-0,385345811;0,479957486;0,184449203
-0,401861913;0,46355726;0,182235382
-0,418284228;0,446987979;0,180449221
-0,434569437;0,43023591;0,179023426
-0,450682696;0,41329023;0,177898685
-0,466595834;0,396144005;0,177024094
-0,482285948;0,378794274;0,17635686
-0,497734392;0,361241688;0,17586172
-0,51292596;0,343489867;0,175510074
-0,527848264;0,325544702;0,175279051
-0,542491225;0,307413655;0,175150562
-0,556846675;0,289105158;0,175110429
-0,570908026;0,270628118;0,175147608
-0,584670001;0,251991556;0,175253534
-0,59812841;0,233204341;0,175421571
-0,611279957;0,214275035;0,175646566
-0,624122082;0,195211813;0,17592449
-0,636652825;0,176022445;0,176252154
-0,64887071;0,156714322;0,176626987
-0,660774647;0,137294522;0,177046854
-0,672363856;0,117769895;0,177509918
-0,6836378;0,09814717;0,178014522
-0,694596141;0,07843307;0,178559096
-0,7052387;0,058634446;0,179142077
-0,715565437;0,038758411;0,179761828
-0,725576445;0,018812489;0,180416575
-0,735271953;-0,001195234;0,181104331
-0,744652341;-0,021255937;0,181822824
-0,753718174;-0,041359889;0,182569425
-0,762470246;-0,061496257;0,183341054
-0,770909636;-0,081652902;0,184134102
-0,779037784;-0,101816154;0,184944327
-0,786856571;-0,121970582;0,185766759
-0,794368423;-0,142098751;0,186595601
-0,801576417;-0,162180976;0,187424141
-0,8084844;-0,182195082;0,188244676
-0,815097112;-0,20211619;0,189048475
-0,821420295;-0,221916548;0,189825788
-0,827460803;-0,241565437;0,190565928
-0,83322667;-0,261029188;0,191257443
-0,838727149;-0,28027135;0,191888403
-0,843972685;-0,299253057;0,192446816
-0,848974825;-0,317933624;0,192921161
-0,853746045;-0,336271399;0,193301028
-0,858299497;-0,354224867;0,193577803
-0,862648693;-0,371753965;0,193745335
-0,86680713;-0,388821537;0,193800498
-0,870787922;-0,405394795;0,193743538
-0,874603451;-0,421446658;0,193578163
-0,878265101;-0,436956807;0,193311329
-0,881783087;-0,45191234;0,192952746
-0,885166404;-0,466307961;0,192514181
-0,888422892;-0,480145689;0,192008648
-0,89155937;-0,493434156;0,191449592
-0,894581841;-0,506187606;0,190850169
-0,897495689;-0,518424714;0,190222669
-0,900305876;-0,530167377;0,18957812
-0,903017096;-0,541439571;0,188926063
-0,905633881;-0,552266346;0,188274477
-0,908160669;-0,562673003;0,187629817
-0,910601831;-0,57268447;0,186997132
-0,912961673;-0,582324837;0,186380224
-0,915244415;-0,591617063;0,185781824
-0,917454173;-0,600582792;0,185203779
-0,919594929;-0,609242272;0,184647214
-0,921670505;-0,617614338;0,184112682
-0,923684549;-0,625716443;0,183600296
-0,925640518;-0,633564719;0,183109836
-0,927541672;-0,641174056;0,182640835
-0,929391071;-0,648558188;0,182192655
-0,931191577;-0,655729783;0,181764538
-0,932945861;-0,662700528;0,181355652
-0,934656407;-0,669481218;0,180965126
-0,936325528;-0,676081831;0,180592073
-0,937955368;-0,682511599;0,180235607
-0,939547922;-0,688779078;0,17989486
-0,941105038;-0,694892207;0,179568991
-0,942628434;-0,700858361;0,179257188
-0,944119707;-0,706684403;0,178958678
-0,94558034;-0,712376727;0,178672724
-0,947011715;-0,717941299;0,178398629
-0,948415118;-0,723383693;0,178135735
-0,949791751;-0,728709124;0,177883422
-0,951142733;-0,733922476;0,177641109
-0,952469113;-0,739028332;0,177408249
-0,953771873;-0,744030994;0,177184327
-0,955051932;-0,748934508;0,176968865
-0,956310154;-0,753742683;0,176761412
-0,957547351;-0,758459108;0,176561546
-0,958764287;-0,763087169;0,176368872
-0,959961682;-0,767630066;0,17618302
-0,961140216;-0,772090821;0,176003644
-0,96230053;-0,776472297;0,175830418
-0,963443231;-0,780777205;0,175663038
-0,964568893;-0,785008115;0,175501217
-0,965678063;-0,789167467;0,175344689
-0,966771256;-0,793257579;0,1751932
-0,967848964;-0,797280653;0,175046514
-0,968911653;-0,801238788;0,174904409
-0,969959769;-0,805133979;0,174766674
-0,970993734;-0,808968129;0,174633114
-0,972013953;-0,812743053;0,174503541
-0,97302081;-0,816460484;0,174377781
-0,974014673;-0,820122076;0,17425567
-0,974995895;-0,823729411;0,17413705
-0,975964813;-0,827284002;0,174021774
-0,976921748;-0,830787297;0,173909704
-0,977867008;-0,834240682;0,173800707
-0,978800892;-0,837645487;0,173694659
-0,979723681;-0,841002986;0,173591443
-0,98063565;-0,844314402;0,173490944
-0,981537059;-0,847580909;0,173393059
-0,982428162;-0,850803634;0,173297686
-0,983309199;-0,853983662;0,173204729
-0,984180406;-0,857122035;0,173114098
-0,985042004;-0,860219755;0,173025705
-0,985894213;-0,863277789;0,17293947
-0,986737239;-0,866297065;0,172855314
-0,987571284;-0,86927848;0,172773161
-0,988396541;-0,872222897;0,172692942
-0,9892132;-0,87513115;0,172614589
-0,99002144;-0,878004041;0,172538037
-0,990821436;-0,880842346;0,172463224
-0,991613357;-0,883646816;0,172390091
-0,992397368;-0,886418173;0,172318583
-0,993173626;-0,889157117;0,172248645
-0,993942284;-0,891864325;0,172180227
-0,994703491;-0,894540451;0,172113278
-0,99545739;-0,897186128;0,172047753
-0,996204122;-0,899801969;0,171983605
-0,99694382;-0,902388568;0,171920792
-0,997676615;-0,904946499;0,171859272
-0,998402636;-0,90747632;0,171799006
-0,999122004;-0,909978571;0,171739955
-0,99983484;-0,912453775;0,171682083
-1,000541261;-0,914902442;0,171625355
-1,001241378;-0,917325062;0,171569736
-1,001935301;-0,919722116;0,171515195
-1,002623138;-0,922094068;0,171461701
-1,003304992;-0,924441369;0,171409223
-1,003980964;-0,926764457;0,171357732
-1,004651152;-0,929063759;0,171307202
-1,005315651;-0,931339689;0,171257604
-1,005974556;-0,933592649;0,171208914
-1,006627955;-0,935823032;0,171161106
-1,007275937;-0,938031218;0,171114157
-1,007918589;-0,940217577;0,171068044
-1,008555993;-0,942382473;0,171022744
-1,009188232;-0,944526254;0,170978235
-1,009815385;-0,946649265;0,170934499
-1,01043753;-0,948751838;0,170891513
-1,011054742;-0,950834299;0,170849259
-1,011667096;-0,952896963;0,170807719
-1,012274662;-0,954940141;0,170766874
-1,012877512;-0,956964132;0,170726707
-1,013475715;-0,95896923;0,170687201
-1,014069336;-0,960955722;0,17064834
-1,014658443;-0,962923888;0,170610109
-1,015243098;-0,964873998;0,170572491
-1,015823364;-0,966806321;0,170535472
-1,016399303;-0,968721116;0,170499038
-1,016970974;-0,970618636;0,170463175
-1,017538436;-0,97249913;0,170427869
-1,018101745;-0,974362839;0,170393109
-1,018660958;-0,976210001;0,17035888
-1,019216128;-0,978040845;0,170325171
-1,01976731;-0,9798556;0,170291971
-1,020314556;-0,981654484;0,170259267
-1,020857918;-0,983437715;0,170227048
-1,021397444;-0,985205503;0,170195305
-1,021933184;-0,986958056;0,170164025
-1,022465187;-0,988695575;0,1701332
-1,022993499;-0,990418259;0,170102819
-1,023518166;-0,992126301;0,170072872
-1,024039234;-0,993819891;0,170043351
-1,024556747;-0,995499214;0,170014246
-1,025070749;-0,997164451;0,169985549
-1,02558128;-0,998815782;0,169957251
-1,026088385;-1,00045338;0,169929343
-1,026592102;-1,002077415;0,169901818
-1,027092474;-1,003688056;0,169874667
-1,027589537;-1,005285466;0,169847884
-1,028083332;-1,006869806;0,169821461
-1,028573896;-1,008441233;0,169795389
-1,029061266;-1,009999902;0,169769664
-1,029545479;-1,011545964;0,169744276
-1,03002657;-1,013079567;0,169719221
-1,030504574;-1,014600858;0,169694491
-1,030979526;-1,016109978;0,16967008
-1,03145146;-1,017607068;0,169645982
-1,031920409;-1,019092266;0,169622191
-1,032386405;-1,020565706;0,1695987
-1,03284948;-1,02202752;0,169575506
-1,033309667;-1,02347784;0,1695526
-1,033766995;-1,024916791;0,16952998
-1,034221495;-1,0263445;0,169507638
-1,034673197;-1,027761089;0,16948557
-1,035122131;-1,029166679;0,169463771
-1,035568325;-1,030561389;0,169442236
-1,036011807;-1,031945335;0,16942096
-1,036452606;-1,033318632;0,169399938
-1,036890748;-1,034681392;0,169379167
-1,037326261;-1,036033725;0,169358641
-1,037759171;-1,037375741;0,169338356
-1,038189504;-1,038707545;0,169318308
-1,038617286;-1,040029242;0,169298492
-1,039042542;-1,041340937;0,169278906
-1,039465296;-1,04264273;0,169259544
-1,039885574;-1,04393472;0,169240403
-1,040303399;-1,045217006;0,169221479
-1,040718794;-1,046489685;0,169202768
-1,041131784;-1,04775285;0,169184267
-1,04154239;-1,049006596;0,169165973
-1,041950636;-1,050251013;0,169147881
-1,042356544;-1,051486193;0,169129989
-1,042760134;-1,052712223;0,169112293
-1,04316143;-1,053929192;0,16909479
-1,043560452;-1,055137185;0,169077476
-1,043957221;-1,056336288;0,16906035
-1,044351757;-1,057526582;0,169043407
-1,04474408;-1,058708151;0,169026644
-1,045134212;-1,059881075;0,16901006
-1,04552217;-1,061045433;0,16899365
-1,045907975;-1,062201304;0,168977413
-1,046291646;-1,063348765;0,168961345
-1,046673201;-1,064487891;0,168945445
-1,047052659;-1,065618758;0,168929708
-1,047430038;-1,06674144;0,168914133
-1,047805357;-1,067856008;0,168898718
-1,048178632;-1,068962534;0,168883459
-1,048549881;-1,070061089;0,168868354
-1,048919122;-1,071151742;0,168853402
-1,049286371;-1,072234561;0,168838599
-1,049651646;-1,073309614;0,168823944
-1,050014962;-1,074376967;0,168809435
-1,050376337;-1,075436686;0,168795068
-1,050735785;-1,076488835;0,168780842
-1,051093324;-1,077533477;0,168766756
-1,051448968;-1,078570676;0,168752806
-1,051802733;-1,079600494;0,168738991
-1,052154634;-1,080622991;0,16872531
-1,052504687;-1,081638227;0,168711759
-1,052852905;-1,082646262;0,168698337
-1,053199304;-1,083647154;0,168685043
-1,053543898;-1,084640961;0,168671874
-1,053886702;-1,085627739;0,168658829
-1,054227728;-1,086607546;0,168645906
-1,054566992;-1,087580435;0,168633103
-1,054904506;-1,088546463;0,168620419
-1,055240285;-1,089505682;0,168607852
-1,055574342;-1,090458146;0,1685954
-1,055906689;-1,091403907;0,168583062
-1,05623734;-1,092343018;0,168570836
-1,056566308;-1,093275529;0,16855872
-1,056893605;-1,09420149;0,168546714
-1,057219244;-1,095120953;0,168534816
-1,057543237;-1,096033964;0,168523024
-1,057865596;-1,096940574;0,168511336
-1,058186334;-1,09784083;0,168499752
-1,058505462;-1,09873478;0,16848827
-1,058822992;-1,099622469;0,168476889
-1,059138936;-1,100503945;0,168465607
-1,059453305;-1,101379252;0,168454423
-1,05976611;-1,102248436;0,168443336
-1,060077364;-1,103111541;0,168432344
-1,060387075;-1,103968611;0,168421447
-1,060695257;-1,104819689;0,168410643
-1,061001919;-1,105664819;0,16839993
-1,061307073;-1,106504041;0,168389309
-1,061610728;-1,107337399;0,168378776
-1,061912895;-1,108164933;0,168368333
-1,062213585;-1,108986684;0,168357976
-1,062512807;-1,109802692;0,168347706
-1,062810572;-1,110612998;0,168337521
-1,06310689;-1,11141764;0,16832742
-1,06340177;-1,112216657;0,168317403
-1,063695223;-1,113010088;0,168307467
-1,063987257;-1,113797971;0,168297612
-1,064277883;-1,114580343;0,168287837
-1,06456711;-1,115357242;0,168278141
-1,064854947;-1,116128703;0,168268524
-1,065141404;-1,116894763;0,168258983
-1,065426488;-1,117655459;0,168249519
-1,06571021;-1,118410825;0,16824013
-1,065992579;-1,119160896;0,168230815
-1,066273602;-1,119905707;0,168221574
-1,06655329;-1,120645293;0,168212405
-1,06683165;-1,121379687;0,168203309
-1,067108691;-1,122108922;0,168194283
-1,067384421;-1,122833032;0,168185327
-1,067658849;-1,123552049;0,168176441
-1,067931983;-1,124266007;0,168167623
-1,068203831;-1,124974936;0,168158873
-1,068474401;-1,125678868;0,168150189
-1,068743702;-1,126377835;0,168141572
-1,06901174;-1,127071868;0,16813302
-1,069278525;-1,127760998;0,168124533
-1,069544063;-1,128445254;0,16811611
-1,069808363;-1,129124667;0,16810775
-1,070071432;-1,129799267;0,168099453
-1,070333277;-1,130469082;0,168091217
-1,070593905;-1,131134142;0,168083042
-1,070853325;-1,131794476;0,168074928
-1,071111544;-1,132450112;0,168066874
-1,071368568;-1,133101078;0,168058878
-1,071624405;-1,133747402;0,168050941
-1,071879062;-1,134389112;0,168043062
-1,072132546;-1,135026236;0,16803524
-1,072384864;-1,135658799;0,168027474
-1,072636022;-1,136286828;0,168019765
-1,072886028;-1,136910351;0,168012111
-1,073134888;-1,137529394;0,168004511
-1,073382608;-1,138143982;0,167996966
-1,073629197;-1,138754141;0,167989474
-1,073874659;-1,139359896;0,167982035
-1,074119001;-1,139961273;0,167974648
-1,07436223;-1,140558297;0,167967314
-1,074604352;-1,141150991;0,16796003
-1,074845374;-1,141739382;0,167952798
